REF_Fst,CAND_Fst,GI5_Fst,LFY_Fst,FRI_Fst,weights,xCoord.S1,yCoord.S1,xCoord.S2,yCoord.S2,s1.bio_1,s1.bio_10,s1.bio_15,s1.bio_18,s1.bio_2,s1.bio_7,s2.bio_1,s2.bio_10,s2.bio_15,s2.bio_18,s2.bio_2,s2.bio_7
0.376565783,0.384182326,0.224815266,0.128929871,0.126048697,1,-2391.457038,3413.089829,2048.546618,1062.207543,-4.3,13.5,65,154,10.9,49.3,3.2,16.3,12,295,11.1,41.6
0.182536912,0.095266983,0.009851135,0.027199635,0.042386765,1,-2391.457038,3413.089829,-917.4329518,1919.05922,-4.3,13.5,65,154,10.9,49.3,0,15,57,217,12.5,49.2
0.146248495,0.108597205,0.014724729,0.01899252,0.156976763,1,-2391.457038,3413.089829,-2817.269214,3726.866322,-4.3,13.5,65,154,10.9,49.3,-4.6,13.6,51,154,9.3,47.5
0.167889349,0.135196183,0.021367624,0.061394909,0.089089917,1,-2391.457038,3413.089829,99.03966564,1807.763155,-4.3,13.5,65,154,10.9,49.3,-4.4,13.1,48,202,10.7,51.9
0.200910392,0.241166827,0.031621196,0.196386431,0.099644724,1,-2391.457038,3413.089829,-1395.927399,1780.301275,-4.3,13.5,65,154,10.9,49.3,1.8,13.2,44,233,12,39.5
0.19225997,0.149943572,0.010289959,0.17602554,0.083613836,1,-2391.457038,3413.089829,-206.1196358,1462.084383,-4.3,13.5,65,154,10.9,49.3,0.3,16.7,51,203,9.5,48.4
0.151317629,0.117146595,0.003499337,0.120987066,0.088277664,1,-2391.457038,3413.089829,-1066.543011,2393.759537,-4.3,13.5,65,154,10.9,49.3,-3.3,13.9,36,133,10.5,50.7
0.158794088,0.237139074,0.380914051,0.054064258,0.229329616,1,-2391.457038,3413.089829,-1664.200218,3493.36477,-4.3,13.5,65,154,10.9,49.3,-9.2,11.4,42,93,9.3,51.2
0.340716698,0.335878841,0.18848327,0.207118663,0.032427049,1,-2391.457038,3413.089829,1585.576093,2245.811056,-4.3,13.5,65,154,10.9,49.3,-5.6,9.3,29,175,8.9,44.4
0.589866044,0.632620091,0.389504263,0.614712469,0.083212292,1,-2391.457038,3413.089829,1866.055322,1698.872071,-4.3,13.5,65,154,10.9,49.3,-3.6,11.4,28,306,10.7,46.4
0.169241931,0.147360456,0.007654236,0.264891745,0.089050031,1,-2391.457038,3413.089829,-564.6831192,1514.882574,-4.3,13.5,65,154,10.9,49.3,0.1,15.8,48,195,12.1,50.5
0.199242396,0.170349855,0.006824978,0.349954495,0.08091026,1,-2391.457038,3413.089829,-426.7698953,1216.374288,-4.3,13.5,65,154,10.9,49.3,1.5,16.8,51,186,12,48.9
0.576433065,0.516441191,0.247614129,0.2297253,0.336556788,1,-2391.457038,3413.089829,1824.687253,1541.520674,-4.3,13.5,65,154,10.9,49.3,-2.1,12.5,25,334,11.1,46.1
0.426210259,0.347893577,0.045585852,0.149619744,0.134708909,1,-2391.457038,3413.089829,1983.805474,1248.076615,-4.3,13.5,65,154,10.9,49.3,2.1,15,15,302,10.8,41.6
0.261063479,0.318017484,0.121467175,0.111851027,0.173159222,1,-2391.457038,3413.089829,-3153.883063,3997.134713,-4.3,13.5,65,154,10.9,49.3,-3.6,9.1,62,168,7.6,33.6
0.151915408,0.187292534,0.10674593,0.013245703,0.426700799,1,-2391.457038,3413.089829,-1478.058372,3049.382989,-4.3,13.5,65,154,10.9,49.3,-5.8,14,48,141,11,53.1
0.193416077,0.222492452,0.035410514,0.496129954,0.077878009,1,-2391.457038,3413.089829,-149.4650633,1065.28304,-4.3,13.5,65,154,10.9,49.3,3,18.5,55,219,11.7,48.7
0.259266448,0.191672195,0.025381333,0.047998439,0.124076113,1,-2391.457038,3413.089829,1255.675587,1059.596183,-4.3,13.5,65,154,10.9,49.3,0.8,15,30,312,11.3,46.2
0.879892082,0.461580686,0.135232938,0.531333054,0.158962729,1,-2391.457038,3413.089829,2245.349458,1139.797348,-4.3,13.5,65,154,10.9,49.3,5.2,17.2,12,257,9.2,36.8
0.203802401,0.125700517,0.028941866,0.118086168,0.107121035,1,-2391.457038,3413.089829,305.0026349,1126.635862,-4.3,13.5,65,154,10.9,49.3,0.7,16.2,36,279,11.3,49.2
0.171938467,0.102000285,0.009478084,0.112298046,0.093928014,1,-2391.457038,3413.089829,-489.7474458,1773.978036,-4.3,13.5,65,154,10.9,49.3,-1.8,14.7,49,222,11.3,50.8
0.182977635,0.147838491,0.050351158,0.152545752,0.079622686,1,-2391.457038,3413.089829,-1067.325553,1459.492846,-4.3,13.5,65,154,10.9,49.3,2.4,15.6,62,206,11.7,43.3
0.195053008,0.117361368,0.007106142,0.034476596,0.112454769,1,-2391.457038,3413.089829,-534.9494546,2153.127533,-4.3,13.5,65,154,10.9,49.3,-4.5,13.4,48,180,10.9,53.7
0.177392551,0.133114948,0.041107209,0.040954536,0.136555305,1,-2391.457038,3413.089829,-2101.183665,2731.513395,-4.3,13.5,65,154,10.9,49.3,-3.4,9.3,35,109,11,41
0.219789161,0.176437067,0.018385578,0.265274406,0.071590488,1,-2391.457038,3413.089829,-445.8753816,1947.907655,-4.3,13.5,65,154,10.9,49.3,-3.3,13.7,48,222,10.1,50.1
0.320026157,0.283896405,0.188242012,0.099112514,0.170726278,1,2048.546618,1062.207543,-917.4329518,1919.05922,3.2,16.3,12,295,11.1,41.6,0,15,57,217,12.5,49.2
0.393949681,0.426511292,0.308273531,0.162689436,0.227486153,1,2048.546618,1062.207543,-2817.269214,3726.866322,3.2,16.3,12,295,11.1,41.6,-4.6,13.6,51,154,9.3,47.5
0.311105829,0.366493821,0.3376492,0.18171652,0.118413302,1,2048.546618,1062.207543,99.03966564,1807.763155,3.2,16.3,12,295,11.1,41.6,-4.4,13.1,48,202,10.7,51.9
0.371420935,0.420893966,0.256360355,0.186765448,0.168708698,1,2048.546618,1062.207543,-1395.927399,1780.301275,3.2,16.3,12,295,11.1,41.6,1.8,13.2,44,233,12,39.5
0.315893601,0.304765037,0.199598746,0.095500066,0.130719888,1,2048.546618,1062.207543,-206.1196358,1462.084383,3.2,16.3,12,295,11.1,41.6,0.3,16.7,51,203,9.5,48.4
0.315635324,0.329022183,0.233608329,0.262406983,0.172325389,1,2048.546618,1062.207543,-1066.543011,2393.759537,3.2,16.3,12,295,11.1,41.6,-3.3,13.9,36,133,10.5,50.7
0.332814331,0.610621389,0.774603694,0.203021056,0.370141797,1,2048.546618,1062.207543,-1664.200218,3493.36477,3.2,16.3,12,295,11.1,41.6,-9.2,11.4,42,93,9.3,51.2
0.250650178,0.151030857,0.015982282,0.044151491,0.088159206,1,2048.546618,1062.207543,1585.576093,2245.811056,3.2,16.3,12,295,11.1,41.6,-5.6,9.3,29,175,8.9,44.4
0.358524941,0.33899015,0.060685331,0.576632429,0.129784458,1,2048.546618,1062.207543,1866.055322,1698.872071,3.2,16.3,12,295,11.1,41.6,-3.6,11.4,28,306,10.7,46.4
0.3100186,0.326719244,0.248005907,0.228842861,0.149495854,1,2048.546618,1062.207543,-564.6831192,1514.882574,3.2,16.3,12,295,11.1,41.6,0.1,15.8,48,195,12.1,50.5
0.294553632,0.362653917,0.234944365,0.376472478,0.183174792,1,2048.546618,1062.207543,-426.7698953,1216.374288,3.2,16.3,12,295,11.1,41.6,1.5,16.8,51,186,12,48.9
0.35982344,0.209793329,0.025031819,0.030701046,0.163417313,1,2048.546618,1062.207543,1824.687253,1541.520674,3.2,16.3,12,295,11.1,41.6,-2.1,12.5,25,334,11.1,46.1
0.162301354,0.139332987,0.083074559,0.010832364,0.107069874,1,2048.546618,1062.207543,1983.805474,1248.076615,3.2,16.3,12,295,11.1,41.6,2.1,15,15,302,10.8,41.6
0.499475118,0.707261699,0.465657095,0.19977808,0.251055125,1,2048.546618,1062.207543,-3153.883063,3997.134713,3.2,16.3,12,295,11.1,41.6,-3.6,9.1,62,168,7.6,33.6
0.334536065,0.520350956,0.522396475,0.169029723,0.553042395,1,2048.546618,1062.207543,-1478.058372,3049.382989,3.2,16.3,12,295,11.1,41.6,-5.8,14,48,141,11,53.1
0.275121503,0.264317581,0.118202142,0.320571079,0.076635274,1,2048.546618,1062.207543,-149.4650633,1065.28304,3.2,16.3,12,295,11.1,41.6,3,18.5,55,219,11.7,48.7
0.270043741,0.290766589,0.135928658,0.1090408,0.064130488,1,2048.546618,1062.207543,1255.675587,1059.596183,3.2,16.3,12,295,11.1,41.6,0.8,15,30,312,11.3,46.2
0.790030637,0.310023767,0.12589229,0.228600057,0.078828049,1,2048.546618,1062.207543,2245.349458,1139.797348,3.2,16.3,12,295,11.1,41.6,5.2,17.2,12,257,9.2,36.8
0.278603571,0.286377692,0.109545531,0.185811314,0.204983238,1,2048.546618,1062.207543,305.0026349,1126.635862,3.2,16.3,12,295,11.1,41.6,0.7,16.2,36,279,11.3,49.2
0.316297246,0.306123247,0.169977484,0.11622945,0.108529795,1,2048.546618,1062.207543,-489.7474458,1773.978036,3.2,16.3,12,295,11.1,41.6,-1.8,14.7,49,222,11.3,50.8
0.311527349,0.26482707,0.094395475,0.176864834,0.252552431,1,2048.546618,1062.207543,-1067.325553,1459.492846,3.2,16.3,12,295,11.1,41.6,2.4,15.6,62,206,11.7,43.3
0.320092027,0.326585369,0.241550638,0.211871424,0.115543014,1,2048.546618,1062.207543,-534.9494546,2153.127533,3.2,16.3,12,295,11.1,41.6,-4.5,13.4,48,180,10.9,53.7
0.347799128,0.444217159,0.391512956,0.178027873,0.121398341,1,2048.546618,1062.207543,-2101.183665,2731.513395,3.2,16.3,12,295,11.1,41.6,-3.4,9.3,35,109,11,41
0.312954825,0.472553526,0.296881282,0.313613946,0.101508803,1,2048.546618,1062.207543,-445.8753816,1947.907655,3.2,16.3,12,295,11.1,41.6,-3.3,13.7,48,222,10.1,50.1
0.203642271,0.121953363,0.028519469,0.050645058,0.078925983,1,-917.4329518,1919.05922,-2817.269214,3726.866322,0,15,57,217,12.5,49.2,-4.6,13.6,51,154,9.3,47.5
0.127812742,0.088627537,0.032831942,0.03488953,0.079791327,1,-917.4329518,1919.05922,99.03966564,1807.763155,0,15,57,217,12.5,49.2,-4.4,13.1,48,202,10.7,51.9
0.1662517,0.159183874,0.029355249,0.095379533,0.053044139,1,-917.4329518,1919.05922,-1395.927399,1780.301275,0,15,57,217,12.5,49.2,1.8,13.2,44,233,12,39.5
0.141360443,0.097611346,0.006506218,0.083000862,0.060449555,1,-917.4329518,1919.05922,-206.1196358,1462.084383,0,15,57,217,12.5,49.2,0.3,16.7,51,203,9.5,48.4
0.135594429,0.074120819,0.011579008,0.085759919,0.030434789,1,-917.4329518,1919.05922,-1066.543011,2393.759537,0,15,57,217,12.5,49.2,-3.3,13.9,36,133,10.5,50.7
0.15973066,0.258036647,0.405089562,0.039941279,0.144861996,1,-917.4329518,1919.05922,-1664.200218,3493.36477,0,15,57,217,12.5,49.2,-9.2,11.4,42,93,9.3,51.2
0.281747189,0.256412143,0.157850464,0.125609082,0.040091598,1,-917.4329518,1919.05922,1585.576093,2245.811056,0,15,57,217,12.5,49.2,-5.6,9.3,29,175,8.9,44.4
0.499957373,0.536405308,0.347592334,0.591995995,0.136559857,1,-917.4329518,1919.05922,1866.055322,1698.872071,0,15,57,217,12.5,49.2,-3.6,11.4,28,306,10.7,46.4
0.139879627,0.099471795,0.012155989,0.155601502,0.070774319,1,-917.4329518,1919.05922,-564.6831192,1514.882574,0,15,57,217,12.5,49.2,0.1,15.8,48,195,12.1,50.5
0.14517621,0.101151886,0.012779098,0.236970154,0.08316223,1,-917.4329518,1919.05922,-426.7698953,1216.374288,0,15,57,217,12.5,49.2,1.5,16.8,51,186,12,48.9
0.460039414,0.413588378,0.213369659,0.161714532,0.360669767,1,-917.4329518,1919.05922,1824.687253,1541.520674,0,15,57,217,12.5,49.2,-2.1,12.5,25,334,11.1,46.1
0.337997658,0.280748886,0.035517472,0.108002313,0.157428788,1,-917.4329518,1919.05922,1983.805474,1248.076615,0,15,57,217,12.5,49.2,2.1,15,15,302,10.8,41.6
0.291684825,0.296260873,0.127972413,0.054285454,0.095410049,1,-917.4329518,1919.05922,-3153.883063,3997.134713,0,15,57,217,12.5,49.2,-3.6,9.1,62,168,7.6,33.6
0.174388106,0.175563518,0.138779639,0.032885792,0.292535891,1,-917.4329518,1919.05922,-1478.058372,3049.382989,0,15,57,217,12.5,49.2,-5.8,14,48,141,11,53.1
0.14218742,0.147987114,0.028275351,0.335430696,0.117730331,1,-917.4329518,1919.05922,-149.4650633,1065.28304,0,15,57,217,12.5,49.2,3,18.5,55,219,11.7,48.7
0.214590091,0.17571044,0.011038464,0.018340025,0.153987313,1,-917.4329518,1919.05922,1255.675587,1059.596183,0,15,57,217,12.5,49.2,0.8,15,30,312,11.3,46.2
0.753846617,0.351941315,0.110708674,0.389974332,0.142224954,1,-917.4329518,1919.05922,2245.349458,1139.797348,0,15,57,217,12.5,49.2,5.2,17.2,12,257,9.2,36.8
0.160608307,0.078150654,0.018801951,0.06421574,0.042031615,1,-917.4329518,1919.05922,305.0026349,1126.635862,0,15,57,217,12.5,49.2,0.7,16.2,36,279,11.3,49.2
0.119209913,0.078053031,0.008448667,0.066081204,0.069822099,1,-917.4329518,1919.05922,-489.7474458,1773.978036,0,15,57,217,12.5,49.2,-1.8,14.7,49,222,11.3,50.8
0.135967543,0.088302947,0.029241608,0.084070348,0.051137002,1,-917.4329518,1919.05922,-1067.325553,1459.492846,0,15,57,217,12.5,49.2,2.4,15.6,62,206,11.7,43.3
0.150515474,0.079343003,0.014947547,0.049818341,0.087461277,1,-917.4329518,1919.05922,-534.9494546,2153.127533,0,15,57,217,12.5,49.2,-4.5,13.4,48,180,10.9,53.7
0.178944327,0.136030779,0.056842659,0.05139311,0.119216318,1,-917.4329518,1919.05922,-2101.183665,2731.513395,0,15,57,217,12.5,49.2,-3.4,9.3,35,109,11,41
0.181202385,0.146076869,0.024787341,0.172913624,0.075003681,1,-917.4329518,1919.05922,-445.8753816,1947.907655,0,15,57,217,12.5,49.2,-3.3,13.7,48,222,10.1,50.1
0.179738574,0.124816483,0.006833993,0.079663284,0.07334566,1,-2817.269214,3726.866322,99.03966564,1807.763155,-4.6,13.6,51,154,9.3,47.5,-4.4,13.1,48,202,10.7,51.9
0.210397719,0.25308357,0.041658938,0.213412428,0.049171489,1,-2817.269214,3726.866322,-1395.927399,1780.301275,-4.6,13.6,51,154,9.3,47.5,1.8,13.2,44,233,12,39.5
0.212141533,0.185975919,0.031177771,0.229800622,0.097488161,1,-2817.269214,3726.866322,-206.1196358,1462.084383,-4.6,13.6,51,154,9.3,47.5,0.3,16.7,51,203,9.5,48.4
0.167182521,0.123495845,0.012171659,0.130948415,0.049590463,1,-2817.269214,3726.866322,-1066.543011,2393.759537,-4.6,13.6,51,154,9.3,47.5,-3.3,13.9,36,133,10.5,50.7
0.158690456,0.233756836,0.349769503,0.04579375,0.17835384,1,-2817.269214,3726.866322,-1664.200218,3493.36477,-4.6,13.6,51,154,9.3,47.5,-9.2,11.4,42,93,9.3,51.2
0.358265084,0.404190572,0.273326579,0.261882715,0.139540345,1,-2817.269214,3726.866322,1585.576093,2245.811056,-4.6,13.6,51,154,9.3,47.5,-5.6,9.3,29,175,8.9,44.4
0.639084153,0.737846779,0.49312289,0.781307634,0.295754043,1,-2817.269214,3726.866322,1866.055322,1698.872071,-4.6,13.6,51,154,9.3,47.5,-3.6,11.4,28,306,10.7,46.4
0.18682292,0.160024573,0.011160587,0.291580048,0.141444047,1,-2817.269214,3726.866322,-564.6831192,1514.882574,-4.6,13.6,51,154,9.3,47.5,0.1,15.8,48,195,12.1,50.5
0.193834879,0.199586985,0.016035594,0.364076186,0.211088251,1,-2817.269214,3726.866322,-426.7698953,1216.374288,-4.6,13.6,51,154,9.3,47.5,1.5,16.8,51,186,12,48.9
0.573680851,0.543573816,0.332648216,0.258679408,0.412598548,1,-2817.269214,3726.866322,1824.687253,1541.520674,-4.6,13.6,51,154,9.3,47.5,-2.1,12.5,25,334,11.1,46.1
0.419827794,0.40713894,0.093830453,0.191374276,0.231982187,1,-2817.269214,3726.866322,1983.805474,1248.076615,-4.6,13.6,51,154,9.3,47.5,2.1,15,15,302,10.8,41.6
0.259888107,0.219365832,0.069592213,0.122673579,0.031046939,1,-2817.269214,3726.866322,-3153.883063,3997.134713,-4.6,13.6,51,154,9.3,47.5,-3.6,9.1,62,168,7.6,33.6
0.149452421,0.143615925,0.056978358,0.031626174,0.241548584,1,-2817.269214,3726.866322,-1478.058372,3049.382989,-4.6,13.6,51,154,9.3,47.5,-5.8,14,48,141,11,53.1
0.198932224,0.256157661,0.079285834,0.533085905,0.203706284,1,-2817.269214,3726.866322,-149.4650633,1065.28304,-4.6,13.6,51,154,9.3,47.5,3,18.5,55,219,11.7,48.7
0.283357705,0.254052841,0.060575916,0.073588777,0.185278089,1,-2817.269214,3726.866322,1255.675587,1059.596183,-4.6,13.6,51,154,9.3,47.5,0.8,15,30,312,11.3,46.2
0.894155473,0.493129421,0.191477062,0.59100677,0.130780362,1,-2817.269214,3726.866322,2245.349458,1139.797348,-4.6,13.6,51,154,9.3,47.5,5.2,17.2,12,257,9.2,36.8
0.224258569,0.152214489,0.07236921,0.134255921,0.047848599,1,-2817.269214,3726.866322,305.0026349,1126.635862,-4.6,13.6,51,154,9.3,47.5,0.7,16.2,36,279,11.3,49.2
0.186156993,0.150869147,0.036419298,0.174042149,0.124973895,1,-2817.269214,3726.866322,-489.7474458,1773.978036,-4.6,13.6,51,154,9.3,47.5,-1.8,14.7,49,222,11.3,50.8
0.197417104,0.190786771,0.097430342,0.179732629,0.154261585,1,-2817.269214,3726.866322,-1067.325553,1459.492846,-4.6,13.6,51,154,9.3,47.5,2.4,15.6,62,206,11.7,43.3
0.195613811,0.124703019,0.013005973,0.034895134,0.125032256,1,-2817.269214,3726.866322,-534.9494546,2153.127533,-4.6,13.6,51,154,9.3,47.5,-4.5,13.4,48,180,10.9,53.7
0.16702534,0.131770576,0.011460473,0.019113171,0.10002411,1,-2817.269214,3726.866322,-2101.183665,2731.513395,-4.6,13.6,51,154,9.3,47.5,-3.4,9.3,35,109,11,41
0.237643585,0.177009127,0.00563309,0.307368175,0.132473068,1,-2817.269214,3726.866322,-445.8753816,1947.907655,-4.6,13.6,51,154,9.3,47.5,-3.3,13.7,48,222,10.1,50.1
0.146367643,0.212480206,0.046772118,0.083025679,0.0596479,1,99.03966564,1807.763155,-1395.927399,1780.301275,-4.4,13.1,48,202,10.7,51.9,1.8,13.2,44,233,12,39.5
0.115683997,0.142913765,0.034146729,0.140780818,0.108642066,1,99.03966564,1807.763155,-206.1196358,1462.084383,-4.4,13.1,48,202,10.7,51.9,0.3,16.7,51,203,9.5,48.4
0.107710645,0.105993171,0.016974897,0.019706428,0.08204347,1,99.03966564,1807.763155,-1066.543011,2393.759537,-4.4,13.1,48,202,10.7,51.9,-3.3,13.9,36,133,10.5,50.7
0.133994946,0.240926072,0.3634657,0.033638444,0.297449078,1,99.03966564,1807.763155,-1664.200218,3493.36477,-4.4,13.1,48,202,10.7,51.9,-9.2,11.4,42,93,9.3,51.2
0.297513686,0.3391105,0.301011819,0.188079044,0.076903528,1,99.03966564,1807.763155,1585.576093,2245.811056,-4.4,13.1,48,202,10.7,51.9,-5.6,9.3,29,175,8.9,44.4
0.525480301,0.635279286,0.526828262,0.656601105,0.203116432,1,99.03966564,1807.763155,1866.055322,1698.872071,-4.4,13.1,48,202,10.7,51.9,-3.6,11.4,28,306,10.7,46.4
0.102436112,0.10106116,0.013567308,0.130518203,0.13068535,1,99.03966564,1807.763155,-564.6831192,1514.882574,-4.4,13.1,48,202,10.7,51.9,0.1,15.8,48,195,12.1,50.5
0.108885317,0.120374914,0.020531938,0.150991401,0.156815879,1,99.03966564,1807.763155,-426.7698953,1216.374288,-4.4,13.1,48,202,10.7,51.9,1.5,16.8,51,186,12,48.9
0.490737873,0.518172938,0.366019203,0.261573829,0.229235696,1,99.03966564,1807.763155,1824.687253,1541.520674,-4.4,13.1,48,202,10.7,51.9,-2.1,12.5,25,334,11.1,46.1
0.327519638,0.325362569,0.109354365,0.199263087,0.127448719,1,99.03966564,1807.763155,1983.805474,1248.076615,-4.4,13.1,48,202,10.7,51.9,2.1,15,15,302,10.8,41.6
0.264752499,0.29125609,0.092475035,0.014590295,0.133534364,1,99.03966564,1807.763155,-3153.883063,3997.134713,-4.4,13.1,48,202,10.7,51.9,-3.6,9.1,62,168,7.6,33.6
0.147922062,0.193629643,0.05790544,0.047055834,0.437923053,1,99.03966564,1807.763155,-1478.058372,3049.382989,-4.4,13.1,48,202,10.7,51.9,-5.8,14,48,141,11,53.1
0.124864917,0.186122735,0.089163689,0.34458453,0.076629887,1,99.03966564,1807.763155,-149.4650633,1065.28304,-4.4,13.1,48,202,10.7,51.9,3,18.5,55,219,11.7,48.7
0.198193951,0.184266801,0.064370139,0.017133203,0.068165689,1,99.03966564,1807.763155,1255.675587,1059.596183,-4.4,13.1,48,202,10.7,51.9,0.8,15,30,312,11.3,46.2
0.839020566,0.464749796,0.213268174,0.476129642,0.097869129,1,99.03966564,1807.763155,2245.349458,1139.797348,-4.4,13.1,48,202,10.7,51.9,5.2,17.2,12,257,9.2,36.8
0.13753035,0.121584377,0.08262489,0.024940385,0.070883461,1,99.03966564,1807.763155,305.0026349,1126.635862,-4.4,13.1,48,202,10.7,51.9,0.7,16.2,36,279,11.3,49.2
0.107205863,0.117952053,0.044067933,0.080612352,0.08231227,1,99.03966564,1807.763155,-489.7474458,1773.978036,-4.4,13.1,48,202,10.7,51.9,-1.8,14.7,49,222,11.3,50.8
0.124206917,0.148496494,0.111908166,0.046703546,0.165636673,1,99.03966564,1807.763155,-1067.325553,1459.492846,-4.4,13.1,48,202,10.7,51.9,2.4,15.6,62,206,11.7,43.3
0.115415975,0.098518065,0.017063892,0.05269786,0.091142461,1,99.03966564,1807.763155,-534.9494546,2153.127533,-4.4,13.1,48,202,10.7,51.9,-4.5,13.4,48,180,10.9,53.7
0.172601845,0.115083794,0.012274732,0.086856341,0.077624835,1,99.03966564,1807.763155,-2101.183665,2731.513395,-4.4,13.1,48,202,10.7,51.9,-3.4,9.3,35,109,11,41
0.139895586,0.140982801,0.010504037,0.105285382,0.051711351,1,99.03966564,1807.763155,-445.8753816,1947.907655,-4.4,13.1,48,202,10.7,51.9,-3.3,13.7,48,222,10.1,50.1
0.167733543,0.227845997,0.041508229,0.069457448,0.042911356,1,-1395.927399,1780.301275,-206.1196358,1462.084383,1.8,13.2,44,233,12,39.5,0.3,16.7,51,203,9.5,48.4
0.153324172,0.211817308,0.035723449,0.088454589,0.039762488,1,-1395.927399,1780.301275,-1066.543011,2393.759537,1.8,13.2,44,233,12,39.5,-3.3,13.9,36,133,10.5,50.7
0.188062815,0.37976909,0.469198014,0.130757783,0.154327211,1,-1395.927399,1780.301275,-1664.200218,3493.36477,1.8,13.2,44,233,12,39.5,-9.2,11.4,42,93,9.3,51.2
0.344511968,0.381589695,0.224072361,0.112025234,0.090923966,1,-1395.927399,1780.301275,1585.576093,2245.811056,1.8,13.2,44,233,12,39.5,-5.6,9.3,29,175,8.9,44.4
0.581806501,0.712690714,0.435801169,0.714616699,0.14799129,1,-1395.927399,1780.301275,1866.055322,1698.872071,1.8,13.2,44,233,12,39.5,-3.6,11.4,28,306,10.7,46.4
0.156870485,0.210154624,0.034504046,0.018824582,0.057174082,1,-1395.927399,1780.301275,-564.6831192,1514.882574,1.8,13.2,44,233,12,39.5,0.1,15.8,48,195,12.1,50.5
0.158849513,0.150483177,0.027780099,0.058628688,0.094938339,1,-1395.927399,1780.301275,-426.7698953,1216.374288,1.8,13.2,44,233,12,39.5,1.5,16.8,51,186,12,48.9
0.532788086,0.551228029,0.28338212,0.205417395,0.385242042,1,-1395.927399,1780.301275,1824.687253,1541.520674,1.8,13.2,44,233,12,39.5,-2.1,12.5,25,334,11.1,46.1
0.39353107,0.408469393,0.07026824,0.184138907,0.112250061,1,-1395.927399,1780.301275,1983.805474,1248.076615,1.8,13.2,44,233,12,39.5,2.1,15,15,302,10.8,41.6
0.301966042,0.355799589,0.144599906,0.037166707,0.064993886,1,-1395.927399,1780.301275,-3153.883063,3997.134713,1.8,13.2,44,233,12,39.5,-3.6,9.1,62,168,7.6,33.6
0.189876094,0.299183265,0.161617648,0.195441861,0.27381607,1,-1395.927399,1780.301275,-1478.058372,3049.382989,1.8,13.2,44,233,12,39.5,-5.8,14,48,141,11,53.1
0.171593536,0.238155825,0.063303357,0.120825194,0.124750657,1,-1395.927399,1780.301275,-149.4650633,1065.28304,1.8,13.2,44,233,12,39.5,3,18.5,55,219,11.7,48.7
0.232789794,0.310796399,0.044011323,0.06960958,0.13451492,1,-1395.927399,1780.301275,1255.675587,1059.596183,1.8,13.2,44,233,12,39.5,0.8,15,30,312,11.3,46.2
0.826493254,0.420921245,0.142360216,0.266376784,0.134391488,1,-1395.927399,1780.301275,2245.349458,1139.797348,1.8,13.2,44,233,12,39.5,5.2,17.2,12,257,9.2,36.8
0.19413769,0.19631176,0.052655318,0.041441205,0.048889881,1,-1395.927399,1780.301275,305.0026349,1126.635862,1.8,13.2,44,233,12,39.5,0.7,16.2,36,279,11.3,49.2
0.154227822,0.17931141,0.0328427,0.097044411,0.048726121,1,-1395.927399,1780.301275,-489.7474458,1773.978036,1.8,13.2,44,233,12,39.5,-1.8,14.7,49,222,11.3,50.8
0.134469346,0.158995047,0.059760015,0.030991965,0.080481742,1,-1395.927399,1780.301275,-1067.325553,1459.492846,1.8,13.2,44,233,12,39.5,2.4,15.6,62,206,11.7,43.3
0.165126902,0.217428543,0.032044647,0.188927047,0.057735866,1,-1395.927399,1780.301275,-534.9494546,2153.127533,1.8,13.2,44,233,12,39.5,-4.5,13.4,48,180,10.9,53.7
0.202541848,0.245101437,0.07346257,0.2089649,0.093623764,1,-1395.927399,1780.301275,-2101.183665,2731.513395,1.8,13.2,44,233,12,39.5,-3.4,9.3,35,109,11,41
0.202935547,0.210285572,0.032011632,0.061923691,0.075110388,1,-1395.927399,1780.301275,-445.8753816,1947.907655,1.8,13.2,44,233,12,39.5,-3.3,13.7,48,222,10.1,50.1
0.140981936,0.110726284,0.010716783,0.204302333,0.04773928,1,-206.1196358,1462.084383,-1066.543011,2393.759537,0.3,16.7,51,203,9.5,48.4,-3.3,13.9,36,133,10.5,50.7
0.150228664,0.280237255,0.411891885,0.195214984,0.112526606,1,-206.1196358,1462.084383,-1664.200218,3493.36477,0.3,16.7,51,203,9.5,48.4,-9.2,11.4,42,93,9.3,51.2
0.315268381,0.296775896,0.172992426,0.046219481,0.091901938,1,-206.1196358,1462.084383,1585.576093,2245.811056,0.3,16.7,51,203,9.5,48.4,-5.6,9.3,29,175,8.9,44.4
0.575429718,0.597084602,0.37326026,0.606236354,0.106412416,1,-206.1196358,1462.084383,1866.055322,1698.872071,0.3,16.7,51,203,9.5,48.4,-3.6,11.4,28,306,10.7,46.4
0.126203762,0.092165616,0.011806725,0.088036114,0.029871003,1,-206.1196358,1462.084383,-564.6831192,1514.882574,0.3,16.7,51,203,9.5,48.4,0.1,15.8,48,195,12.1,50.5
0.123812405,0.137413209,0.010438203,0.221367706,0.086150744,1,-206.1196358,1462.084383,-426.7698953,1216.374288,0.3,16.7,51,203,9.5,48.4,1.5,16.8,51,186,12,48.9
0.504812967,0.45544711,0.227085431,0.117457768,0.417765444,1,-206.1196358,1462.084383,1824.687253,1541.520674,0.3,16.7,51,203,9.5,48.4,-2.1,12.5,25,334,11.1,46.1
0.353176039,0.323935844,0.040023092,0.088704673,0.131756149,1,-206.1196358,1462.084383,1983.805474,1248.076615,0.3,16.7,51,203,9.5,48.4,2.1,15,15,302,10.8,41.6
