sample,country,countryspecies,population,latwgs84,lonwgs84,latetrs89,lonetrs89
FR_FS_04_06,FR,FR_FS,FR_FS_04,44.17938,5.24403,2353117.975,3940153.724
FR_FS_04_07,FR,FR_FS,FR_FS_04,44.17921,5.24449,2353096.816,3940189.372
FR_FS_04_08,FR,FR_FS,FR_FS_04,44.17912,5.24407,2353088.989,3940155.191
FR_FS_04_09,FR,FR_FS,FR_FS_04,44.17893,5.24357,2353070.498,3940113.948
FR_FS_04_10,FR,FR_FS,FR_FS_04,44.17894,5.2432,2353073.487,3940084.431
FR_FS_04_11,FR,FR_FS,FR_FS_04,44.17876,5.24277,2353055.748,3940048.851
FR_FS_04_12,FR,FR_FS,FR_FS_04,44.17855,5.24238,2353034.484,3940016.269
FR_FS_04_13,FR,FR_FS,FR_FS_04,44.17837,5.24207,2353016.135,3939990.284
FR_FS_04_14,FR,FR_FS,FR_FS_04,44.17815,5.24181,2352993.103,3939968.03
FR_FS_04_15,FR,FR_FS,FR_FS_04,44.17824,5.24245,2352999.81,3940019.801
FR_FS_04_16,FR,FR_FS,FR_FS_04,44.1785,5.24272,2353027.219,3940043.121
FR_FS_04_17,FR,FR_FS,FR_FS_04,44.17861,5.24314,2353037.26,3940077.436
FR_FS_04_18,FR,FR_FS,FR_FS_04,44.17873,5.24381,2353047.136,3940131.805
FR_FS_04_19,FR,FR_FS,FR_FS_04,44.17888,5.24436,2353060.944,3940176.78
FR_FS_04_20,FR,FR_FS,FR_FS_04,44.17863,5.24466,2353031.742,3940199.102
FR_FS_04_21,FR,FR_FS,FR_FS_04,44.17855,5.24427,2353024.87,3940167.386
FR_FS_04_22,FR,FR_FS,FR_FS_04,44.17847,5.24376,2353018.607,3940126.076
FR_FS_04_23,FR,FR_FS,FR_FS_04,44.17834,5.2433,2353006.556,3940088.43
FR_FS_04_24,FR,FR_FS,FR_FS_04,44.17819,5.24291,2352991.934,3940056.248
FR_FS_04_25,FR,FR_FS,FR_FS_04,44.17796,5.24228,2352969.677,3940004.343
FR_FS_05_01,FR,FR_FS,FR_FS_05,41.86229,9.10486,2084799.943,4246401.95
FR_FS_05_02,FR,FR_FS,FR_FS_05,41.86256,9.10503,2084829.651,4246416.445
FR_FS_05_03,FR,FR_FS,FR_FS_05,41.86279,9.10524,2084854.894,4246434.225
FR_FS_05_04,FR,FR_FS,FR_FS_05,41.86305,9.10546,2084883.446,4246452.874
FR_FS_05_05,FR,FR_FS,FR_FS_05,41.86314,9.10583,2084893.04,4246483.817
FR_FS_05_06,FR,FR_FS,FR_FS_05,41.86208,9.10456,2084777.002,4246376.694
FR_FS_05_07,FR,FR_FS,FR_FS_05,41.8625,9.10462,2084823.417,4246382.206
FR_FS_05_08,FR,FR_FS,FR_FS_05,41.86261,9.10422,2084835.984,4246349.007
FR_FS_05_09,FR,FR_FS,FR_FS_05,41.86235,9.10395,2084807.481,4246326.19
FR_FS_05_10,FR,FR_FS,FR_FS_05,41.86279,9.10444,2084855.684,4246367.56
FR_FS_05_11,FR,FR_FS,FR_FS_05,41.86293,9.10495,2084870.671,4246410.229
FR_FS_05_12,FR,FR_FS,FR_FS_05,41.8632,9.10519,2084900.31,4246430.558
FR_FS_05_13,FR,FR_FS,FR_FS_05,41.8634,9.10555,2084922.085,4246460.8
FR_FS_05_14,FR,FR_FS,FR_FS_05,41.86361,9.10526,2084945.609,4246436.89
FR_FS_05_15,FR,FR_FS,FR_FS_05,41.86342,9.10488,2084924.96,4246404.993
FR_FS_05_16,FR,FR_FS,FR_FS_05,41.86311,9.10463,2084890.905,4246383.783
FR_FS_05_17,FR,FR_FS,FR_FS_05,41.86321,9.10429,2084902.306,4246355.572
FR_FS_05_18,FR,FR_FS,FR_FS_05,41.8635,9.10454,2084934.148,4246376.758
FR_FS_05_19,FR,FR_FS,FR_FS_05,41.86376,9.1049,2084962.562,4246407.074
FR_FS_05_20,FR,FR_FS,FR_FS_05,41.86393,9.10459,2084981.679,4246381.449
FR_FS_05_21,FR,FR_FS,FR_FS_05,41.86373,9.10425,2084959.885,4246352.873
FR_FS_05_22,FR,FR_FS,FR_FS_05,41.86348,9.10398,2084932.488,4246330.069
FR_FS_05_23,FR,FR_FS,FR_FS_05,41.86298,9.10416,2084876.984,4246344.458
FR_FS_05_24,FR,FR_FS,FR_FS_05,41.86286,9.10381,2084864.052,4246315.146
FR_FS_05_25,FR,FR_FS,FR_FS_05,41.86253,9.10374,2084827.606,4246308.91
FR_FS_06_01,FR,FR_FS,FR_FS_06,41.8648,9.13929,2085044.327,4249274.031
FR_FS_06_02,FR,FR_FS,FR_FS_06,41.8646,9.13904,2085022.434,4249252.964
FR_FS_06_03,FR,FR_FS,FR_FS_06,41.86509,9.13961,2085076.112,4249301.036
FR_FS_06_04,FR,FR_FS,FR_FS_06,41.86524,9.14003,2085092.312,4249336.21
FR_FS_06_05,FR,FR_FS,FR_FS_06,41.86538,9.13975,2085108.069,4249313.042
FR_FS_06_06,FR,FR_FS,FR_FS_06,41.86559,9.13994,2085131.126,4249329.12
FR_FS_06_07,FR,FR_FS,FR_FS_06,41.86568,9.13953,2085141.473,4249295.061
FR_FS_06_08,FR,FR_FS,FR_FS_06,41.86556,9.13908,2085128.622,4249257.423
FR_FS_06_09,FR,FR_FS,FR_FS_06,41.86534,9.13886,2085104.488,4249238.833
FR_FS_06_10,FR,FR_FS,FR_FS_06,41.86505,9.13871,2085072.541,4249225.993
FR_FS_06_11,FR,FR_FS,FR_FS_06,41.86497,9.13904,2085063.375,4249253.398
FR_FS_06_12,FR,FR_FS,FR_FS_06,41.86597,9.14029,2085172.842,4249358.73
FR_FS_06_13,FR,FR_FS,FR_FS_06,41.86619,9.14064,2085196.853,4249388.152
FR_FS_06_14,FR,FR_FS,FR_FS_06,41.8658,9.13921,2085155.056,4249268.537
FR_FS_06_15,FR,FR_FS,FR_FS_06,41.86606,9.13909,2085183.939,4249258.842
FR_FS_06_16,FR,FR_FS,FR_FS_06,41.86623,9.13953,2085202.333,4249295.705
FR_FS_06_17,FR,FR_FS,FR_FS_06,41.86648,9.13955,2085229.977,4249297.665
FR_FS_06_18,FR,FR_FS,FR_FS_06,41.86672,9.1398,2085256.296,4249318.778
FR_FS_06_19,FR,FR_FS,FR_FS_06,41.86651,9.14006,2085232.812,4249340.197
FR_FS_06_20,FR,FR_FS,FR_FS_06,41.86573,9.1388,2085147.699,4249234.29
FR_FS_06_21,FR,FR_FS,FR_FS_06,41.86516,9.13843,2085084.979,4249202.79
FR_FS_06_22,FR,FR_FS,FR_FS_06,41.86536,9.13807,2085107.452,4249173.026
FR_FS_06_23,FR,FR_FS,FR_FS_06,41.86582,9.13829,2085158.143,4249191.898
FR_FS_06_24,FR,FR_FS,FR_FS_06,41.86607,9.13855,2085185.559,4249213.857
FR_FS_06_25,FR,FR_FS,FR_FS_06,41.86628,9.13884,2085208.521,4249238.268
GB_FS_19_01,GB,GB_FS,GB_FS_19,51.52610505,-1.02303157,3214944.848,3559348.909
GB_FS_19_02,GB,GB_FS,GB_FS_19,51.52460067,-1.02981965,3214850.041,3558858.836
GB_FS_19_03,GB,GB_FS,GB_FS_19,51.52559686,-1.02612734,3214921.207,3559128.386
GB_FS_19_04,GB,GB_FS,GB_FS_19,51.52295941,-1.03053899,3214676.715,3558782.099
GB_FS_19_05,GB,GB_FS,GB_FS_19,51.52432222,-1.03054368,3214826.93,3558804.588
GB_FS_19_06,GB,GB_FS,GB_FS_19,51.52324875,-1.03078835,3214711.205,3558769.863
GB_FS_19_07,GB,GB_FS,GB_FS_19,51.52504575,-1.02741572,3214873.949,3559030.926
GB_FS_19_08,GB,GB_FS,GB_FS_19,51.52549183,-1.02836397,3214933.016,3558973.447
GB_FS_19_09,GB,GB_FS,GB_FS_19,51.52212784,-1.0296562,3214575.854,3558828.644
GB_FS_19_10,GB,GB_FS,GB_FS_19,51.52267928,-1.02998142,3214640.017,3558815.599
GB_FS_19_11,GB,GB_FS,GB_FS_19,51.52403816,-1.03085104,3214798.844,3558778.783
GB_FS_19_12,GB,GB_FS,GB_FS_19,51.52575385,-1.02575325,3214934.595,3559156.633
GB_FS_19_13,GB,GB_FS,GB_FS_19,51.52514876,-1.02672388,3214878.067,3559080.033
GB_FS_19_14,GB,GB_FS,GB_FS_19,51.52486646,-1.02951195,3214876.11,3558884.359
GB_FS_19_15,GB,GB_FS,GB_FS_19,51.52565184,-1.02686134,3214934.938,3559079.036
GB_FS_19_16,GB,GB_FS,GB_FS_19,51.5260214,-1.02394989,3214945.228,3559284.617
GB_FS_19_17,GB,GB_FS,GB_FS_19,51.52709202,-1.0271294,3215096.433,3559084.776
GB_FS_19_18,GB,GB_FS,GB_FS_19,51.52363641,-1.03127576,3214759.018,3558742.969
GB_FS_19_19,GB,GB_FS,GB_FS_19,51.52532101,-1.02894894,3214920.31,3558930.526
GB_FS_19_20,GB,GB_FS,GB_FS_19,51.52500216,-1.02799944,3214875.249,3558990.219
GB_FS_19_21,GB,GB_FS,GB_FS_19,51.52598209,-1.02493845,3214951.228,3559216.255
GB_FS_19_22,GB,GB_FS,GB_FS_19,51.52732755,-1.02719159,3215123.036,3559084.458
GB_FS_19_23,GB,GB_FS,GB_FS_19,51.52731867,-1.02681155,3215118.084,3559110.337
GB_FS_19_24,GB,GB_FS,GB_FS_19,51.52793482,-1.02765469,3215194.791,3559062.905
GB_FS_19_25,GB,GB_FS,GB_FS_19,51.5288611,-1.02940667,3215315.174,3558958.426
GB_FS_19_26,GB,GB_FS,GB_FS_19,51.52949939,-1.03015903,3215393.373,3558917.587
GB_FS_19_27,GB,GB_FS,GB_FS_19,51.52818309,-1.02719067,3215217.297,3559098.838
GB_FS_19_28,GB,GB_FS,GB_FS_19,51.5279914,-1.02650553,3215189.013,3559142.551
GB_FS_19_29,GB,GB_FS,GB_FS_19,51.52775142,-1.02541672,3215151.189,3559213.102
GB_FS_19_30,GB,GB_FS,GB_FS_19,51.52570894,-1.02794988,3214952.61,3559005.441
GB_FS_20_01,GB,GB_FS,GB_FS_20,51.61976762,-0.98915703,3224912.684,3563231.646
GB_FS_20_02,GB,GB_FS,GB_FS_20,51.61968372,-0.98670901,3224877.982,3563397.573
GB_FS_20_03,GB,GB_FS,GB_FS_20,51.61987709,-0.98602404,3224892.169,3563447.619
GB_FS_20_04,GB,GB_FS,GB_FS_20,51.62007666,-0.98504461,3224903.978,3563517.894
GB_FS_20_05,GB,GB_FS,GB_FS_20,51.62025101,-0.98417969,3224914.199,3563579.922
GB_FS_20_06,GB,GB_FS,GB_FS_20,51.62019585,-0.98359698,3224902.063,3563618.831
GB_FS_20_07,GB,GB_FS,GB_FS_20,51.62039149,-0.98291041,3224916.486,3563669.023
GB_FS_20_08,GB,GB_FS,GB_FS_20,51.62048863,-0.98244446,3224922.348,3563702.492
GB_FS_20_09,GB,GB_FS,GB_FS_20,51.62069919,-0.98186418,3224939.52,3563745.668
GB_FS_20_10,GB,GB_FS,GB_FS_20,51.62138575,-0.98103538,3225006.564,3563813.769
GB_FS_20_11,GB,GB_FS,GB_FS_20,51.62142883,-0.98036123,3225004.306,3563860.566
GB_FS_20_12,GB,GB_FS,GB_FS_20,51.62168993,-0.97972546,3225026.472,3563908.376
GB_FS_20_13,GB,GB_FS,GB_FS_20,51.61746578,-0.99172256,3224685.715,3563017.858
GB_FS_20_14,GB,GB_FS,GB_FS_20,51.61773149,-0.99121545,3224709.72,3563056.957
GB_FS_20_15,GB,GB_FS,GB_FS_20,51.61790935,-0.99070793,3224724.04,3563094.618
GB_FS_20_16,GB,GB_FS,GB_FS_20,51.61799753,-0.99020896,3224728.567,3563130.196
GB_FS_20_17,GB,GB_FS,GB_FS_20,51.61807381,-0.98973312,3224732.024,3563163.995
GB_FS_20_18,GB,GB_FS,GB_FS_20,51.61811412,-0.98901839,3224729.032,3563213.523
GB_FS_20_19,GB,GB_FS,GB_FS_20,51.61807984,-0.98864079,3224721.328,3563238.761
GB_FS_20_20,GB,GB_FS,GB_FS_20,51.61828511,-0.98834574,3224740.879,3563262.355
GB_FS_20_21,GB,GB_FS,GB_FS_20,51.61836885,-0.98786906,3224745.15,3563296.336
GB_FS_20_22,GB,GB_FS,GB_FS_20,51.61837162,-0.9874783,3224741.392,3563323.092
GB_FS_20_23,GB,GB_FS,GB_FS_20,51.61862609,-0.98697748,3224764.226,3563361.572
GB_FS_20_24,GB,GB_FS,GB_FS_20,51.61838109,-0.98660943,3224733.4,3563382.641
GB_FS_20_25,GB,GB_FS,GB_FS_20,51.61875794,-0.98600996,3224768.695,3563429.905
GB_FS_20_26,GB,GB_FS,GB_FS_20,51.61830314,-0.98533412,3224711.551,3563468.513
GB_FS_20_27,GB,GB_FS,GB_FS_20,51.61874629,-0.98508996,3224757.846,3563492.596
GB_FS_20_28,GB,GB_FS,GB_FS_20,51.61856817,-0.98412596,3224728.196,3563555.518
GB_FS_20_29,GB,GB_FS,GB_FS_20,51.61856767,-0.98339673,3224720.56,3563605.355
GB_FS_20_30,GB,GB_FS,GB_FS_20,51.61914946,-0.98315089,3224782.117,3563631.865
GR_FS_09_01,GR,GR_FS,GR_FS_09,40.556253,23.708399,2045153.792,5480443.963
GR_FS_09_02,GR,GR_FS,GR_FS_09,40.556668,23.707833,2045190.448,5480389.087
GR_FS_09_03,GR,GR_FS,GR_FS_09,40.556399,23.70753,2045156.419,5480368.701
GR_FS_09_04,GR,GR_FS,GR_FS_09,40.556012,23.7072,2045109.087,5480348.22
GR_FS_09_05,GR,GR_FS,GR_FS_09,40.555704,23.706798,2045069.281,5480320.277
GR_FS_09_06,GR,GR_FS,GR_FS_09,40.556028,23.706472,2045099.676,5480287.115
GR_FS_09_07,GR,GR_FS,GR_FS_09,40.556427,23.706736,2045147.307,5480301.864
GR_FS_09_08,GR,GR_FS,GR_FS_09,40.557065,23.70771,2045231.929,5480371.545
GR_FS_09_09,GR,GR_FS,GR_FS_09,40.556578,23.708305,2045187.853,5480430.161
GR_FS_09_10,GR,GR_FS,GR_FS_09,40.555784,23.708568,2045105.152,5480466.666
GR_FS_09_11,GR,GR_FS,GR_FS_09,40.555579,23.708043,2045074.711,5480426.564
GR_FS_09_12,GR,GR_FS,GR_FS_09,40.555367,23.707239,2045039.229,5480363.284
GR_FS_09_13,GR,GR_FS,GR_FS_09,40.555966,23.707664,2045111.175,5480387.821
GR_FS_09_14,GR,GR_FS,GR_FS_09,40.556183,23.707935,2045139.033,5480406.486
GR_FS_09_15,GR,GR_FS,GR_FS_09,40.556662,23.707481,2045184.397,5480359.793
GR_FS_09_16,GR,GR_FS,GR_FS_09,40.556465,23.707078,2045156.7,5480329.736
GR_FS_09_17,GR,GR_FS,GR_FS_09,40.556114,23.706809,2045114.235,5480313.691
GR_FS_09_18,GR,GR_FS,GR_FS_09,40.555768,23.707603,2045088.611,5480386.35
GR_FS_09_19,GR,GR_FS,GR_FS_09,40.55585,23.708049,2045104.406,5480422.104
GR_FS_09_20,GR,GR_FS,GR_FS_09,40.556045,23.70833,2045130.014,5480442.007
GR_FS_09_21,GR,GR_FS,GR_FS_09,40.556745,23.70694,2045185.17,5480313.083
GR_FS_09_22,GR,GR_FS,GR_FS_09,40.556185,23.706312,2045114.373,5480270.876
GR_FS_09_23,GR,GR_FS,GR_FS_09,40.555874,23.706322,2045080.554,5480277.404
GR_FS_09_24,GR,GR_FS,GR_FS_09,40.55568,23.706241,2045058.121,5480274.189
GR_FS_09_25,GR,GR_FS,GR_FS_09,40.555561,23.706486,2045048.878,5480296.833
GR_FS_10_01,GR,GR_FS,GR_FS_10,40.547206,23.721063,2044359.803,5481667.56
GR_FS_10_02,GR,GR_FS,GR_FS_10,40.547666,23.721598,2044418.26,5481703.826
GR_FS_10_03,GR,GR_FS,GR_FS_10,40.548075,23.72182,2044466.342,5481714.878
GR_FS_10_04,GR,GR_FS,GR_FS_10,40.548563,23.721524,2044515.105,5481681.209
GR_FS_10_05,GR,GR_FS,GR_FS_10,40.548908,23.721249,2044548.569,5481651.914
GR_FS_10_06,GR,GR_FS,GR_FS_10,40.54999,23.720566,2044656.277,5481575.033
GR_FS_10_07,GR,GR_FS,GR_FS_10,40.54952,23.721104,2044613.194,5481628.588
GR_FS_10_08,GR,GR_FS,GR_FS_10,40.549221,23.721767,2044590.708,5481689.452
GR_FS_10_09,GR,GR_FS,GR_FS_10,40.548457,23.722052,2044511.629,5481727.26
GR_FS_10_10,GR,GR_FS,GR_FS_10,40.548085,23.722351,2044475.584,5481759.054
GR_FS_10_11,GR,GR_FS,GR_FS_10,40.547411,23.722792,2044408.73,5481808.246
GR_FS_10_12,GR,GR_FS,GR_FS_10,40.547053,23.722622,2044367.016,5481800.604
GR_FS_10_13,GR,GR_FS,GR_FS_10,40.547188,23.722051,2044372.999,5481750.428
GR_FS_10_14,GR,GR_FS,GR_FS_10,40.5468,23.721366,2044320.105,5481700.312
GR_FS_10_15,GR,GR_FS,GR_FS_10,40.546404,23.721515,2044279.137,5481720.015
GR_FS_10_16,GR,GR_FS,GR_FS_10,40.546687,23.720889,2044300.442,5481662.533
GR_FS_10_17,GR,GR_FS,GR_FS_10,40.54708,23.720648,2044339.672,5481635.199
GR_FS_10_18,GR,GR_FS,GR_FS_10,40.547525,23.720624,2044387.911,5481625.041
GR_FS_10_19,GR,GR_FS,GR_FS_10,40.547946,23.720728,2044435.494,5481626.016
GR_FS_10_20,GR,GR_FS,GR_FS_10,40.548782,23.720806,2044528.008,5481617.215
GR_FS_10_21,GR,GR_FS,GR_FS_10,40.549391,23.720643,2044592.029,5481592.44
GR_FS_10_22,GR,GR_FS,GR_FS_10,40.550103,23.720054,2044660.764,5481530.192
GR_FS_10_23,GR,GR_FS,GR_FS_10,40.550397,23.720333,2044697.159,5481548.112
GR_FS_10_24,GR,GR_FS,GR_FS_10,40.550443,23.719811,2044694.174,5481503.663
GR_FS_10_25,GR,GR_FS,GR_FS_10,40.550849,23.719534,2044734.272,5481473.085
IT_FS_07_01,IT,IT_FS,IT_FS_07,42.514703,13.547629,2163458.82,4613369.284
IT_FS_07_02,IT,IT_FS,IT_FS_07,42.514661,13.548032,2163455.738,4613402.673
IT_FS_07_03,IT,IT_FS,IT_FS_07,42.514916,13.54822,2163484.679,4613416.912
IT_FS_07_04,IT,IT_FS,IT_FS_07,42.514923,13.548602,2163486.936,4613448.333
IT_FS_07_05,IT,IT_FS,IT_FS_07,42.515111,13.548836,2163508.644,4613466.686
IT_FS_07_06,IT,IT_FS,IT_FS_07,42.515195,13.549285,2163519.68,4613503.248
IT_FS_07_07,IT,IT_FS,IT_FS_07,42.515437,13.549953,2163549.047,4613557.074
IT_FS_07_08,IT,IT_FS,IT_FS_07,42.515634,13.550208,2163571.832,4613577.112
IT_FS_07_09,IT,IT_FS,IT_FS_07,42.515845,13.550568,2163596.574,4613605.727
IT_FS_07_10,IT,IT_FS,IT_FS_07,42.516018,13.550537,2163615.593,4613602.331
IT_FS_07_11,IT,IT_FS,IT_FS_07,42.516211,13.550678,2163637.493,4613613.001
IT_FS_07_12,IT,IT_FS,IT_FS_07,42.516413,13.550985,2163661.033,4613637.296
IT_FS_07_13,IT,IT_FS,IT_FS_07,42.516674,13.551072,2163690.246,4613643.187
IT_FS_07_14,IT,IT_FS,IT_FS_07,42.517044,13.551258,2163731.903,4613656.7
IT_FS_07_15,IT,IT_FS,IT_FS_07,42.515204,13.549777,2163522.586,4613543.717
IT_FS_07_16,IT,IT_FS,IT_FS_07,42.514914,13.549601,2163489.819,4613530.637
IT_FS_07_17,IT,IT_FS,IT_FS_07,42.514781,13.549162,2163473.4,4613495.137
IT_FS_07_18,IT,IT_FS,IT_FS_07,42.51458,13.548849,2163449.948,4613470.342
IT_FS_07_19,IT,IT_FS,IT_FS_07,42.514305,13.548706,2163418.969,4613459.906
IT_FS_07_20,IT,IT_FS,IT_FS_07,42.514178,13.548371,2163403.618,4613432.939
IT_FS_07_21,IT,IT_FS,IT_FS_07,42.513977,13.548011,2163379.983,4613404.274
IT_FS_07_22,IT,IT_FS,IT_FS_07,42.513625,13.54795,2163340.804,4613400.965
IT_FS_07_23,IT,IT_FS,IT_FS_07,42.513689,13.547604,2163346.541,4613372.162
IT_FS_07_24,IT,IT_FS,IT_FS_07,42.513767,13.547453,2163354.585,4613359.348
IT_FS_07_25,IT,IT_FS,IT_FS_07,42.514162,13.547427,2163398.184,4613355.284
IT_FS_08_01,IT,IT_FS,IT_FS_08,42.502103,13.575612,2162173.902,4615735.299
IT_FS_08_02,IT,IT_FS,IT_FS_08,42.501751,13.575498,2162134.514,4615727.637
IT_FS_08_03,IT,IT_FS,IT_FS_08,42.501424,13.575237,2162097.317,4615707.745
IT_FS_08_04,IT,IT_FS,IT_FS_08,42.501326,13.574993,2162085.52,4615688.13
IT_FS_08_05,IT,IT_FS,IT_FS_08,42.501144,13.574535,2162063.594,4615651.301
IT_FS_08_06,IT,IT_FS,IT_FS_08,42.501067,13.574285,2162054.098,4615631.089
IT_FS_08_07,IT,IT_FS,IT_FS_08,42.500898,13.573929,2162034.009,4615602.597
IT_FS_08_08,IT,IT_FS,IT_FS_08,42.500711,13.573764,2162012.676,4615589.924
IT_FS_08_09,IT,IT_FS,IT_FS_08,42.50048,13.57356,2161986.323,4615574.255
IT_FS_08_10,IT,IT_FS,IT_FS_08,42.500542,13.573076,2161991.29,4615534.088
IT_FS_08_11,IT,IT_FS,IT_FS_08,42.500695,13.572583,2162006.289,4615492.734
IT_FS_08_12,IT,IT_FS,IT_FS_08,42.500926,13.57273,2162032.419,4615503.709
IT_FS_08_13,IT,IT_FS,IT_FS_08,42.501127,13.573057,2162055.934,4615529.656
IT_FS_08_14,IT,IT_FS,IT_FS_08,42.501181,13.573788,2162064.766,4615589.596
IT_FS_08_15,IT,IT_FS,IT_FS_08,42.501476,13.57441,2162099.835,4615639.378
IT_FS_08_16,IT,IT_FS,IT_FS_08,42.501673,13.575022,2162124.023,4615688.816
IT_FS_08_17,IT,IT_FS,IT_FS_08,42.502275,13.575167,2162191.189,4615697.805
IT_FS_08_18,IT,IT_FS,IT_FS_08,42.502478,13.575548,2162215.138,4615728.188
IT_FS_08_19,IT,IT_FS,IT_FS_08,42.502519,13.57583,2162220.777,4615751.212
IT_FS_08_20,IT,IT_FS,IT_FS_08,42.502571,13.576104,2162227.602,4615773.523
IT_FS_08_21,IT,IT_FS,IT_FS_08,42.502762,13.576304,2162249.515,4615789.057
IT_FS_08_22,IT,IT_FS,IT_FS_08,42.502854,13.575898,2162258.104,4615755.169
IT_FS_08_23,IT,IT_FS,IT_FS_08,42.502975,13.575483,2162269.867,4615720.396
IT_FS_08_24,IT,IT_FS,IT_FS_08,42.502912,13.575091,2162261.363,4615688.421
IT_FS_08_25,IT,IT_FS,IT_FS_08,42.50268,13.574426,2162233.096,4615634.791
NO_FS_21_01,NO,NO_FS,NO_FS_21,59.194228,10.048703,4010381.901,4323789.316
NO_FS_21_02,NO,NO_FS,NO_FS_21,59.194014,10.049916,4010358.16,4323858.804
NO_FS_21_03,NO,NO_FS,NO_FS_21,59.194553,10.050105,4010418.085,4323869.584
NO_FS_21_04,NO,NO_FS,NO_FS_21,59.195104,10.049567,4010479.314,4323838.727
NO_FS_21_05,NO,NO_FS,NO_FS_21,59.195188,10.048783,4010488.621,4323793.821
NO_FS_21_06,NO,NO_FS,NO_FS_21,59.195624,10.048905,4010537.093,4323800.773
NO_FS_21_07,NO,NO_FS,NO_FS_21,59.196155,10.049127,4010596.13,4323813.444
NO_FS_21_08,NO,NO_FS,NO_FS_21,59.196437,10.049845,4010627.506,4323854.54
NO_FS_21_09,NO,NO_FS,NO_FS_21,59.196587,10.050664,4010644.214,4323901.43
NO_FS_21_10,NO,NO_FS,NO_FS_21,59.196339,10.051377,4010616.675,4323942.283
NO_FS_21_11,NO,NO_FS,NO_FS_21,59.195991,10.051006,4010577.975,4323921.065
NO_FS_21_12,NO,NO_FS,NO_FS_21,59.195584,10.051025,4010532.732,4323922.188
NO_FS_21_13,NO,NO_FS,NO_FS_21,59.194902,10.050401,4010456.893,4323886.508
NO_FS_21_14,NO,NO_FS,NO_FS_21,59.194656,10.048384,4010429.466,4323771.012
NO_FS_21_15,NO,NO_FS,NO_FS_21,59.194997,10.048112,4010467.362,4323755.407
NO_FS_21_16,NO,NO_FS,NO_FS_21,59.19516,10.047265,4010485.45,4323706.886
NO_FS_21_17,NO,NO_FS,NO_FS_21,59.195172,10.046475,4010486.754,4323661.642
NO_FS_21_18,NO,NO_FS,NO_FS_21,59.195662,10.046053,4010541.208,4323637.437
NO_FS_21_19,NO,NO_FS,NO_FS_21,59.196137,10.045695,4010593.998,4323616.899
NO_FS_21_20,NO,NO_FS,NO_FS_21,59.196548,10.045819,4010639.691,4323623.969
NO_FS_21_21,NO,NO_FS,NO_FS_21,59.196725,10.046985,4010659.41,4323690.73
NO_FS_21_22,NO,NO_FS,NO_FS_21,59.196399,10.047184,4010623.178,4323702.152
NO_FS_21_23,NO,NO_FS,NO_FS_21,59.195896,10.047403,4010567.271,4323714.732
NO_FS_21_24,NO,NO_FS,NO_FS_21,59.195628,10.047944,4010537.5,4323745.736
NO_FS_21_25,NO,NO_FS,NO_FS_21,59.195206,10.04799,4010490.591,4323748.404
NO_FS_22_01,NO,NO_FS,NO_FS_22,59.384273,10.309404,4031544.575,4338623.533
NO_FS_22_02,NO,NO_FS,NO_FS_22,59.384677,10.30944,4031589.49,4338625.378
NO_FS_22_03,NO,NO_FS,NO_FS_22,59.384952,10.311018,4031620.45,4338715.118
NO_FS_22_04,NO,NO_FS,NO_FS_22,59.385108,10.311658,4031637.949,4338751.491
NO_FS_22_05,NO,NO_FS,NO_FS_22,59.385267,10.30929,4031655.034,4338616.534
NO_FS_22_06,NO,NO_FS,NO_FS_22,59.385513,10.309788,4031682.501,4338644.774
NO_FS_22_07,NO,NO_FS,NO_FS_22,59.385699,10.309087,4031703.002,4338604.752
NO_FS_22_08,NO,NO_FS,NO_FS_22,59.38581,10.309803,4031715.517,4338645.477
NO_FS_22_09,NO,NO_FS,NO_FS_22,59.386031,10.309193,4031739.931,4338610.621
NO_FS_22_10,NO,NO_FS,NO_FS_22,59.386095,10.310184,4031747.291,4338667.032
NO_FS_22_11,NO,NO_FS,NO_FS_22,59.386539,10.310338,4031796.681,4338675.577
NO_FS_22_12,NO,NO_FS,NO_FS_22,59.386493,10.309495,4031791.359,4338627.587
NO_FS_22_13,NO,NO_FS,NO_FS_22,59.386389,10.308835,4031779.636,4338590.049
NO_FS_22_14,NO,NO_FS,NO_FS_22,59.386822,10.309093,4031827.829,4338604.523
NO_FS_22_15,NO,NO_FS,NO_FS_22,59.386966,10.309739,4031843.995,4338641.243
NO_FS_22_16,NO,NO_FS,NO_FS_22,59.387244,10.310479,4031875.08,4338683.248
NO_FS_22_17,NO,NO_FS,NO_FS_22,59.387795,10.310809,4031936.408,4338701.761
NO_FS_22_18,NO,NO_FS,NO_FS_22,59.388679,10.309947,4032034.453,4338652.217
NO_FS_22_19,NO,NO_FS,NO_FS_22,59.388814,10.309409,4032049.326,4338621.508
NO_FS_22_20,NO,NO_FS,NO_FS_22,59.388134,10.309615,4031973.792,4338633.586
NO_FS_22_21,NO,NO_FS,NO_FS_22,59.387843,10.309098,4031941.318,4338604.289
NO_FS_22_22,NO,NO_FS,NO_FS_22,59.387506,10.308578,4031903.731,4338574.844
NO_FS_22_23,NO,NO_FS,NO_FS_22,59.387406,10.309354,4031892.808,4338619.092
NO_FS_22_24,NO,NO_FS,NO_FS_22,59.388023,10.31019,4031961.597,4338666.39
NO_FS_22_25,NO,NO_FS,NO_FS_22,59.385667,10.308515,4031699.303,4338572.189
SE_FS_23_01,SE,SE_FS,SE_FS_23,55.949649,13.726562,3655544.383,4553847.084
