sample;country;countryspecies;population;latwgs84;lonwgs84;latetrs89;lonetrs89;Bio01;Bio02;Bio03;Bio04;Bio05;Bio06;Bio07;Bio08;Bio09;Bio10;Bio11;Bio12;Bio13;Bio14;Bio15;Bio16;Bio17;Bio18;Bio19;gmted;pH.top;pH.dee
DE_FS_17_03;DE;DE_FS;DE_FS_17;51.16257;8.909109;3117397.505;4244692.344;8.21974338301517;6.8;28.7708056732697;615.176959105651;20.9967952598462;-2.69589624633797;23.6926915061841;1.56508748930586;4.01974338301518;16.1952624679175;0.305636545590721;761.048147711557;72.90880612235;46.0740679313469;11.6990193481186;210.671013659074;158.373010126231;197.545560684461;195.824136760854;352.238881351369;5.35540718349153;5.74111559610081
DE_FS_17_04;DE;DE_FS;DE_FS_17;51.162216;8.909067;3117358.17;4244688.821;8.22873996052457;6.80104905500852;28.7625148600406;615.486709210615;21.0088295442495;-2.6908698875586;23.6996994318081;1.56960984808321;4.02873996052458;16.207780489241;0.310179167449915;760.996095630761;72.9106651470407;46.0635425358527;11.7017345562069;210.669781149273;158.356311011821;197.525721338296;195.828547707905;350.521754018711;5.33018988825239;5.73014684986534
DE_FS_17_05;DE;DE_FS;DE_FS_17;51.162709;8.908584;3117413.515;4244655.853;8.2600260496769;6.8;28.7375767843863;616.30062532891;21.0487637043047;-2.67252469074426;23.721288395049;1.58215904487436;4.06002604967691;16.246477134623;0.329761878937506;759.976607267755;72.8148359002226;46.0098203758388;11.6981051258651;210.39857854823;158.16853057091;197.240008684485;195.57415898335;344.667094680962;5.39570307304736;5.77888039171223
DE_FS_17_06;DE;DE_FS;DE_FS_17;51.162754;8.908021;3117419.109;4244616.549;8.30447591842221;6.8;28.6998592270959;617.578940262512;21.1061618845297;-2.64662806778487;23.7527899523146;1.60129966780675;4.10447591842222;16.3038990034201;0.355634813324744;758.851983829086;72.7182186055614;45.9400849498527;11.6975414372907;210.115975287131;157.952146735783;196.917314668938;195.316888656637;336.247115676464;5.43119712027924;5.8156557158575
DE_FS_17_07;DE;DE_FS;DE_FS_17;51.162546;8.908222;3117395.761;4244630.264;8.293216326923;6.8;28.7075642200051;617.305735439457;21.091431694441;-2.65356926496403;23.745000959405;1.59677047063725;4.09321632692301;16.2903114119116;0.347551017565317;759.230362377074;72.7538547814909;45.9592175342619;11.6988948387205;210.215690617739;158.020165481932;197.024435605273;195.411016191495;338.33137031748;5.40240835626527;5.79437650978816
DE_FS_17_08;DE;DE_FS;DE_FS_17;51.162213;8.908454;3117358.476;4244645.94;8.28001502191001;6.80094058559832;28.7186317986847;616.958866929553;21.0747081362835;-2.66155435685118;23.7362624931347;1.59156937876122;4.08001502191002;16.2737675506852;0.339386228747135;759.709047625616;72.8003971465999;45.9825905355291;11.7017705562071;210.34629714798;158.106207010821;197.157957336826;195.534632176139;340.848348885245;5.36228293819318;5.76648806185226
DE_FS_17_09;DE;DE_FS;DE_FS_17;51.161934;8.908604;3117327.284;4244655.97;8.27115645523515;6.80281130228607;28.7290383653658;616.671695062501;21.0641202862821;-2.66688364019221;23.7310039264743;1.58804009542739;4.07115645523516;16.261308983996;0.335927662093859;760.047483626969;72.8340931467345;45.9990425355949;11.7051185562205;210.442237148364;158.167407011066;197.251305337199;195.62484945982;342.673972388053;5.33175705771555;5.74627470733542
DE_FS_17_10;DE;DE_FS;DE_FS_17;51.161734;8.908742;3117304.891;4244665.292;8.26244980909244;6.80425397923787;28.7384890115115;616.398028970386;21.0535443170779;-2.67206496326687;23.7256092803448;1.58451477235935;4.06244980909245;16.2492903378401;0.332189015971;760.354083628194;72.863733146853;46.0148585356581;11.7075185562301;210.527101148703;158.223711011291;197.33650533754;195.70404678319;344.431809002888;5.30873438555604;5.73029099113898
DE_FS_17_11;DE;DE_FS;DE_FS_17;51.161193;8.908828;3117244.621;4244670.412;8.26286129984904;6.80807172463059;28.7435375207768;616.345962711316;21.055709553219;-2.67237521789063;23.7280847711096;1.5852365177397;4.06286129984905;16.2476378285884;0.335696506739959;760.580127629098;72.8921971469669;46.0197185356774;11.7140105562561;210.604969149014;158.258799011431;197.394597337772;195.780461038118;344.66403302925;5.26149225439903;5.70406143224959
DE_FS_17_12;DE;DE_FS;DE_FS_17;51.16086;8.908877;3117207.527;4244673.289;8.26356138686509;6.81047976814688;28.7462454337743;616.32666114761;21.0576416837466;-2.67231917438378;23.7299608581304;1.58588056124891;4.06356138686511;16.2471619155997;0.338160593763093;760.710999629622;72.9090091470342;46.0221905356874;11.718006556272;210.650821149198;158.278791011511;197.427993337906;195.825548994792;344.725458672308;5.23291002276502;5.68834769159535
DE_FS_17_13;DE;DE_FS;DE_FS_17;51.160476;8.908807;3117164.884;4244667.758;8.27442514999879;6.81297164970194;28.7408296706624;616.593574515205;21.0726773284421;-2.66646729281525;23.7391446212574;1.59089244281407;4.0744251499988;16.2597056787402;0.346504356886683;760.596255629161;72.9056251470204;46.0083425356319;11.7226145562904;210.636901149142;158.250231011396;197.390601337756;195.817105113213;342.886497755055;5.20535621432717;5.67688739029924
DE_FS_17_14;DE;DE_FS;DE_FS_17;51.160136;8.908895;3117126.971;4244673.351;8.27227749344679;6.81559382144071;28.7460013272265;616.491440131581;21.0710398436204;-2.66806912109336;23.7391089647138;1.59034661454018;4.0722774934468;16.2554460221797;0.347524700347345;760.809615630014;72.9296251471164;46.015878535662;11.7266945563068;210.703765149409;158.28613501154;197.447481337983;195.881202941741;343.496701087158;5.17493289911108;5.65910519120318
DE_FS_17_15;DE;DE_FS;DE_FS_17;51.159936;8.9086;3117105.031;4244652.386;8.29780155427201;6.8159658518038;28.726417266425;617.202213834671;21.1040159348371;-2.65353709067367;23.7575530255107;1.60133864494572;4.09780155427202;16.2880500830333;0.36242876113012;760.206915627605;72.8813251469234;45.9745385354968;11.7290945563164;210.560005148834;158.165775011059;197.272881337285;195.753630910869;338.749131048844;5.1699463682661;5.66559877596817
DE_FS_17_16;DE;DE_FS;DE_FS_17;51.160286;8.908377;3117144.197;4244637.366;8.310591635878;6.81299489256934;28.712103184813;617.611516119843;21.11918705723;-2.64580404986533;23.7649911070953;1.60639568574336;4.11059163587801;16.3061921646606;0.367190842704007;759.709215625616;72.8327851467293;45.9493025353958;11.7248945562996;210.42126114828;158.074791010695;197.134881336733;195.624361869575;336.113227581751;5.20705322977165;5.690964020826
DE_FS_17_17;DE;DE_FS;DE_FS_17;51.161831;8.908209;3117316.238;4244628.172;8.3050917581853;6.80318895369477;28.7010790624396;617.634459545155;21.1079132406788;-2.64754598870765;23.7554592293865;1.60263774689299;4.10509175818531;16.3047242869841;0.355642964987114;759.226635623685;72.76546514646;45.9456665353813;11.7063545562254;210.239857147554;158.006247010421;197.015541336256;195.442287807682;336.317267398236;5.34317287950274;5.76487006979228
DE_FS_17_18;DE;DE_FS;DE_FS_17;51.162118;8.907895;3117348.492;4244606.684;8.32779176305172;6.80135095607527;28.6787030575744;618.319895681615;21.1363112479559;-2.63431198626691;23.7706232342228;1.61210374931867;4.12779176305174;16.3349602918806;0.367038969808363;758.543127620953;72.7020571462066;45.9076625352294;11.7029105562117;210.056845146823;157.878135009909;196.823697335489;195.272741804617;331.881166592507;5.38358549023616;5.79556293049524
DE_FS_17_19;DE;DE_FS;DE_FS_17;51.163242;8.907507;3117473.931;4244581.406;8.33129730728973;6.8;28.6813600697216;618.256435197726;21.1416175048918;-2.62935960479575;23.7709771096876;1.61240013077123;4.13129730728974;16.3372003923136;0.375057507782525;757.968874625667;72.6359246704117;45.8953884036135;11.693839668736;209.885425944667;157.795261939674;196.664230252224;195.099906008607;331.190573454576;5.50360252858127;5.86989431414109
DE_FS_17_20;DE;DE_FS;DE_FS_17;51.163452;8.907325;3117497.482;4244569.025;8.33858309029411;6.8;28.6770245838916;618.43336634375;21.1515175850692;-2.62413101044976;23.775648595519;1.61544472510847;4.13858309029412;16.3463341753253;0.381052399294142;757.699753729657;72.6102976185458;45.8830951347764;11.6920859658915;209.814781383419;157.749846647316;196.586066879597;195.032736338861;329.789648172927;5.53344117860947;5.89141391999839
DE_FS_17_21;DE;DE_FS;DE_FS_17;51.163692;8.907122;3117524.392;4244555.224;8.34573851423213;6.8;28.6730557306179;618.607863675896;21.1614155796698;-2.61864586912467;23.7800614487944;1.61849386642382;4.14573851423214;16.3554815992714;0.387288111273779;757.42497215258;72.5840379173643;45.8710828575611;11.6899565365346;209.742819421205;157.704740962376;196.505371199954;194.964130088615;328.387980341801;5.56788741671144;5.91612565875306
DE_FS_17_22;DE;DE_FS;DE_FS_17;51.163612;8.907687;3117514.902;4244594.609;8.30704836147204;6.8;28.705627524586;617.464108825376;21.1107870680944;-2.64252258675527;23.7533096548497;1.60139714882032;4.10704836147205;16.3041914464608;0.36407303487828;758.398660017099;72.6668100167437;45.9307048042427;11.6915781777735;209.984719001783;157.888038596276;196.78963734563;195.183774592801;335.857604788552;5.5251900820341;5.87490755808897
DE_FS_17_23;DE;DE_FS;DE_FS_17;51.163425;8.907979;3117493.795;4244614.722;8.29051249704341;6.8;28.7181214116047;617.011205649348;21.0889492262508;-2.65312654158516;23.742075767836;1.59429719400444;4.09051249704342;16.2828915820132;0.352931102652446;758.885463995136;72.7105636326127;45.9572145556801;11.6932842003866;210.109155894575;157.976005737591;196.930702328914;195.299313553376;339.024623099227;5.49092421117714;5.8474421747568
DE_FS_17_24;DE;DE_FS;DE_FS_17;51.163634;8.90834;3117516.667;4244640.317;8.25875677353608;6.8;28.7473965145387;616.01576007494;21.0478728821428;-2.67176778278653;23.7196406649293;1.57998795282041;4.0587567735361;16.2399638584611;0.336141240895164;759.562310458122;72.7641341824041;46.0045653820666;11.6926275798206;210.27174630283;158.110625319537;197.129198255059;195.442606099864;345.172578864681;5.48612904531184;5.83259052308974
DE_FS_17_25;DE;DE_FS;DE_FS_17;51.163381;8.908485;3117488.372;4244650.04;8.25360737305522;6.8;28.7494476815972;615.927352898331;21.0409212482447;-2.67537224962102;23.7162934978657;1.57812348599287;4.05360737305523;16.2343704579785;0.331178540645177;759.808012006093;72.7890361504745;46.0143579496163;11.6943053464172;210.338959740191;158.151570189283;197.198382758788;195.507892836987;346.101602942048;5.45630718472095;5.81258931315252
DE_FS_18_01;DE;DE_FS;DE_FS_18;51.1295;8.978961;3113648.196;4249526.936;7.1613918329158;6.90074731253322;30.089445376558;578.653371155345;19.6613918329158;-3.34428160930694;23.0056734422227;13.0654833030217;2.9606445203826;14.7614367813861;-0.144326557777234;877.567009064327;82.4243982684883;53.1545675137478;12.193579245244;239.976619079875;180.235117817991;231.779303271965;220.784676535321;569.211975451934;4.90451857683257;5.23308361193047
DE_FS_18_02;DE;DE_FS;DE_FS_18;51.129788;8.97879;3113680.4;4249515.412;7.16851854963923;6.90258459584559;30.0845853765386;578.841136957114;19.6685185496392;-3.34061089259731;23.0091294422365;12.8241033020567;2.96593395379365;14.7687782148054;-0.140870557763438;877.093133295146;82.3856301182487;53.1267047969416;12.1882859619179;239.846706629102;180.144728234155;231.645497687956;220.675928234717;568.15068194006;4.90041703081347;5.23062266484768
DE_FS_18_03;DE;DE_FS;DE_FS_18;51.130032;8.978515;3113707.812;4249496.541;7.17485572522124;6.90540342030024;30.0820293765284;579.037535277939;19.6748557252212;-3.33720171702703;23.0120574422483;12.4306593004834;2.96945230492101;14.7755965659459;-0.137942557751701;876.722547431414;82.3596945914747;53.1027996212892;12.1825391374515;239.741756048672;180.077582356103;231.532199809719;220.605421181095;567.248804536161;4.89584469544842;5.22778042910226
DE_FS_18_04;DE;DE_FS;DE_FS_18;51.130311;8.97853;3113738.833;4249498.023;7.18172970531176;6.90504544023578;30.0751533765009;579.181498560784;19.6817297053118;-3.33367573694989;23.0154054422617;12.4591353005964;2.97668426507599;14.7826485261002;-0.13459455773832;876.212111867987;82.3113886510926;53.0758376411184;12.1795491175026;239.605334227559;179.974992455378;231.400557908878;220.467733300166;566.120389914634;4.89383202584764;5.22706415846861
DE_FS_18_05;DE;DE_FS;DE_FS_18;51.130619;8.978357;3113773.264;4249486.391;7.189738690373;6.90650445521248;30.0698373764795;579.394234022684;19.689738690373;-3.32936275190348;23.0191014422765;12.215331299624;2.98323423516053;14.791274496193;-0.130898557723488;875.693962195267;82.2681736958316;53.0456526559681;12.174394102511;239.462321361723;179.875559529833;231.25540498315;220.347331389508;564.874883951779;4.88999398366816;5.22514559072328
DE_FS_18_06;DE;DE_FS;DE_FS_18;51.130914;8.978192;3113806.242;4249475.299;7.19755161620201;6.90775152941957;30.0647373764593;579.602959352241;19.697551616202;-3.32508982608856;23.0226414422906;11.9828312986931;2.98980008678245;14.7998203478229;-0.127358557709398;875.194357825725;82.2263149182715;53.0165997300546;12.1696070282899;239.324025028992;179.779554900461;231.115660353604;220.231033834258;563.643193981447;4.88648666457254;5.22354169971757
DE_FS_18_07;DE;DE_FS;DE_FS_18;51.131095;8.977856;3113826.705;4249452.061;7.20311373428768;6.91056541136752;30.0644253764579;579.806579603337;19.7031137342877;-3.32169970801163;23.0248134422993;11.4993032967589;2.99254832292018;14.8066005839767;-0.125186557700651;874.9385272273;82.2124125640251;52.9980056119164;12.1646211463332;239.246341966109;179.736528309971;231.028893762938;220.197325125741;562.820862101047;4.8826139908959;5.22155686578592
DE_FS_18_08;DE;DE_FS;DE_FS_18;51.131254;8.97754;3113844.702;4249430.19;7.20821112854122;6.91307601714432;30.0644013764579;579.997309796494;19.7082111285412;-3.31851031376569;23.0267214423069;11.0442872949399;2.9951351113969;14.8129793724686;-0.123278557693062;874.715144553282;82.2008163812796;52.9814602176174;12.1602025405488;239.177449417736;179.699425338658;230.951866791465;220.170196760235;562.053925655024;4.87922159351848;5.2199533372085
DE_FS_18_09;DE;DE_FS;DE_FS_18;51.131431;8.977249;3113864.676;4249410.097;7.21384542351458;6.91518172220191;30.0636453764548;580.195788415517;19.7138454235146;-3.31500001880082;23.0288454423154;10.6260032932691;2.99866370131268;14.8199999623983;-0.121154557684556;874.449854063301;82.1843814963612;52.963081922593;12.1559728354827;239.097472762858;179.653217863718;230.865591316366;220.129298990366;561.174546014786;4.87909057248068;5.21913465316498
DE_FS_18_10;DE;DE_FS;DE_FS_18;51.131674;8.976777;3113892.17;4249377.437;7.22209855701419;6.91842458874822;30.0634773764542;580.501709221539;19.7220985570142;-3.30966288531285;23.0317614423271;9.94649129055195;3.00367396826597;14.8306742293743;-0.118238557672922;874.09512512562;82.1646140958826;52.9373327890236;12.1498139689247;238.987362561219;179.593280196146;230.745425648553;220.083092189382;559.870919973588;4.87945774552654;5.2180451668114
DE_FS_18_11;DE;DE_FS;DE_FS_18;51.131254;8.97625;3113845.965;4249339.9;7.21234760782686;6.92441953792056;30.0798813765197;580.409383051829;19.7123476078269;-3.31437383448004;23.0267214423069;9.17120728745236;2.98792806990631;14.8212523310399;-0.123278557693062;874.995662010483;82.2658069437321;52.9773237383317;12.1488590197725;239.217621104474;179.787102942663;230.946664395099;220.377577885449;561.711076250996;4.88358336418452;5.21667754279872
DE_FS_18_12;DE;DE_FS;DE_FS_18;51.131058;8.976583;3113823.836;4249362.903;7.20588601826508;6.92218112744767;30.0805893765225;580.179393827614;19.7058860182651;-3.31848342403248;23.0243694422976;9.65001928936605;2.98370489081742;14.813033151935;-0.125630557702415;875.29122498145;82.2840277124124;52.9978973279496;12.1534494302548;239.307539410656;179.838478890547;231.043184343163;220.422263422842;562.73846542982;4.88347576524805;5.21746456267515
DE_FS_18_13;DE;DE_FS;DE_FS_18;51.130812;8.976909;3113796.151;4249385.34;7.19827839762413;6.91997274804927;30.0825813765306;579.92757548463;19.6982783976241;-3.32313904466157;23.0214174422857;10.117467291234;2.97830564957487;14.8037219106768;-0.128582557714273;875.677616636433;82.3109065743519;53.0232169486617;12.158609809665;239.421391996608;179.908172993879;231.162918446696;220.491885146785;563.947482999482;4.883774305713;5.21836129735012
DE_FS_18_14;DE;DE_FS;DE_FS_18;51.130793;8.977512;3113793.447;4249427.516;7.19623118049685;6.91432796514573;30.0758013765035;579.737703667584;19.6962311804969;-3.32495826178791;23.0211894422848;10.9925672947351;2.98190321535113;14.8000834764242;-0.128810557715207;875.573159412637;82.2826922255965;53.0266321657946;12.1644825925695;239.408652950629;179.872317079332;231.172530532331;220.402012449141;564.088271622192;4.88201779520854;5.22015788050378
DE_FS_18_15;DE;DE_FS;DE_FS_18;51.130503;8.977513;3113761.186;4249427.137;7.18863638224807;6.91495076336664;30.0827493765313;579.568486931044;19.6886363822481;-3.32907306002278;23.0177094422709;10.987059294712;2.97368561888144;14.7918538799544;-0.132290557729123;876.108836975584;82.333256620454;53.0551069641269;12.1673397943625;239.553506135174;179.979807070854;231.311412523978;220.544841239023;565.372667146297;4.88377594338493;5.22034498702617
DE_FS_18_16;DE;DE_FS;DE_FS_18;51.130232;8.977512;3113731.041;4249426.647;7.18154328526273;6.91555186032605;30.0892653765573;579.410899439962;19.6815432852627;-3.33291415699514;23.0144574422579;10.9791032946813;2.96599142493669;14.7841716860097;-0.135542557742106;876.609885110639;82.380611911514;53.0817120611901;12.1699906974161;239.688948008328;180.08039655604;231.441198009281;220.678635821299;566.572963329481;4.88542442835223;5.2205135240001
DE_FS_18_17;DE;DE_FS;DE_FS_18;51.129925;8.977615;3113696.79;4249433.381;7.17337236466601;6.91511878088838;30.0953973765818;579.206254298838;19.673372364666;-3.33740107757713;23.0107734422431;11.1212912952488;2.95825358377763;14.7751978448457;-0.139226557756835;877.15048536521;82.4284166733974;53.1119869818752;12.1741077768685;239.837354293998;180.186279159284;231.587652612687;220.812273345217;567.906831887105;4.88805003346303;5.22140576069926
DE_FS_18_18;DE;DE_FS;DE_FS_18;51.129717;8.977898;3113673.375;4249452.867;7.16767633394871;6.91242681157212;30.0969933765882;579.018345193085;19.6676763339487;-3.34060110828443;23.0082774422332;11.5272152968711;2.9552495223766;14.7687977834311;-0.141722557766827;877.458870041723;82.4484927655613;53.1326590126524;12.1792957461947;239.926550570605;180.240907312975;231.68512076655;220.865397529597;568.725840177895;4.89215085100489;5.22382003887636
DE_FS_18_19;DE;DE_FS;DE_FS_18;51.129469;8.978157;3113645.534;4249470.612;7.16115636884944;6.90988677663519;30.0998373765996;578.820070449656;19.6611563688494;-3.34414507337182;23.0053014422213;11.8973312983506;2.95126959221426;14.7617098532564;-0.144698557778721;877.84317327487;82.4763206608922;53.1570349778231;12.1848117811436;240.035162256698;180.311271138622;231.800916592379;220.94122532034;569.676110751458;4.89648221597593;5.2263879060926
DE_FS_18_20;DE;DE_FS;DE_FS_18;51.129148;8.97836;3113609.627;4249484.324;7.15301490154941;6.90788824389466;30.1051053766206;578.601125627151;19.6530149015494;-3.34843454065644;23.0014494422059;12.1843832994995;2.94512665765476;14.7531309186871;-0.148550557794124;878.372133556869;82.5193810628667;53.1882884452155;12.1906623138995;240.180999462689;180.411966475362;231.950895929316;221.061390124425;570.905066918585;4.90096600084897;5.22893177373033
DE_FS_18_21;DE;DE_FS;DE_FS_18;51.128895;8.978618;3113581.231;4249501.991;7.1623031004586;6.90490826101995;30.095778276174;578.831470075063;19.6653204712745;-3.34230082816357;23.007621299438;12.571265143064;2.95588615403073;14.7653204712745;-0.143887385969876;878.344484297202;82.5078678932141;53.1893613297461;12.1950917389801;240.17889138087;180.399424445562;231.957671778984;221.029638421274;569.01966173415;4.90575321253751;5.23210888261827
DE_FS_18_22;DE;DE_FS;DE_FS_18;51.128647;8.978886;3113553.381;4249520.367;7.18611441061116;6.90169226100711;30.0747029660324;579.455442591577;19.6950851054738;-3.32741884206966;23.0225039475434;12.9901671028398;2.97993680217275;14.7950851054738;-0.131981399887858;877.927972080425;82.4590452729043;53.168525357594;12.1983077389929;240.073514830162;180.308451204969;231.862183228315;220.895077208438;564.543026185227;4.91082882466694;5.23567161743155
DE_FS_18_23;DE;DE_FS;DE_FS_18;51.128389;8.97916;3113524.413;4249539.147;7.21433773006237;6.9001222105946;30.054170863611;580.240055365546;19.7297770563182;-3.31011147184089;23.0398885281591;13.2297770563182;3.00532785441493;14.8297770563182;-0.117892240266109;877.376788727595;82.4048301120102;53.1401293497562;12.2;239.942253226541;180.190831493147;231.731525401292;220.724624381463;559.498600605785;4.91628140644466;5.23965018840584
DE_FS_18_24;DE;DE_FS;DE_FS_18;51.129032;8.979758;3113595.357;4249581.999;7.16764828511037;6.9;30.0998951929592;578.919753705628;19.6676482851104;-3.34117081876489;23.0088191038753;13.1676533237903;2.95888158475551;14.7676533237903;-0.141175857444808;877.549337032056;82.4378037133122;53.1644535062585;12.1999475964796;240.039821086722;180.214075252941;231.822335050853;220.699478300845;568.789641086326;4.91725463203516;5.24249113596232
DE_FS_18_25;DE;DE_FS;DE_FS_18;51.129222;8.979395;3113616.847;4249556.884;7.16329993175817;6.9;30.0955315462765;578.754778991606;19.6632999317582;-3.34324681877325;23.0065467505314;13.1634031471058;2.95898740808849;14.7634031471058;-0.143350034120905;877.62629844571;82.4365720666426;53.1636375062556;12.1977657731383;240.027225440008;180.237249429702;231.820731404183;220.756676831078;569.167694654651;4.9115142625553;5.23810787122376
ES_FS_01_01;ES;ES_FS;ES_FS_01;42.66808;-0.12167;2229446.938;3491473.523;7.51594923460533;9.09425905391841;34.9658511221805;610.240108605224;21.7159492346053;-4.18093357106497;25.8968828056703;4.21332548285342;15.8845822706799;15.8845822706799;0.313325482853441;1467.59289578618;165.262588255249;83.5297953706478;24.2627339278508;484.977842776648;280.068439803295;280.068439803295;366.85420017699;1436.42955544572;6.34377162354395;6.32134656075464
ES_FS_01_02;ES;ES_FS;ES_FS_01;42.66783;-0.1237;2229441.84;3491304.819;7.16253196654121;9.0785217872056;34.9789656555327;610.330072339186;21.3625319665412;-4.52723630580095;25.8897682723422;3.85128548140464;15.5281650026038;15.5281650026038;-0.0487145185953445;1486.48864585927;167.290041796409;84.5697507746578;24.2687339278748;491.208986134074;283.741815084139;283.741815084139;371.291719060791;1490.0983643259;6.38836227857979;6.36057911439901
ES_FS_01_03;ES;ES_FS;ES_FS_01;42.66916;-0.12289;2229579.202;3491389.234;7.40331994882592;9.08122976853816;34.9513496927789;610.473240040906;21.6033199488259;-4.28214428614247;25.8854642349684;4.09908548239568;15.7849129849523;15.7849129849523;0.1990854823957;1479.75040863405;166.512246110827;84.2016989412894;24.2368139277473;488.842187058517;282.534427658333;282.534427658333;369.741803745685;1452.39920548263;6.36575654321521;6.33844398638594
ES_FS_01_04;ES;ES_FS;ES_FS_01;42.66959;-0.12291;2229626.723;3491393.582;7.43492469925446;9.07983451883459;34.9435801921437;610.537316045994;21.6349246992545;-4.24798903630775;25.8829137355622;4.13184548252683;15.8216777354015;15.8216777354015;0.231845482526853;1480.21601609061;166.542925355816;84.2282961886777;24.2264939277059;488.944829543827;282.660960399477;282.660960399477;369.862547984994;1447.20247294067;6.36450503351808;6.33655333941315
ES_FS_01_05;ES;ES_FS;ES_FS_01;42.6702;-0.12283;2229692.94;3491408.572;7.49784628876783;9.07903610809292;34.9314970135723;610.626301474535;21.6978462887678;-4.18251062530719;25.880356914075;4.19652548278571;15.8919193249442;15.8919193249442;0.296525482785737;1479.81377769977;166.472738338089;84.2072818852399;24.2118539276473;488.741390079937;282.632191132255;282.632191132255;369.783369182;1437.12076165201;6.36042531518062;6.33186650482595
ES_FS_01_06;ES;ES_FS;ES_FS_01;42.6706;-0.12281;2229736.72;3491415.759;7.53373391869949;9.07820373787778;34.9238017539652;610.685943551385;21.7337339186995;-4.14471825494429;25.8784521736438;4.23348548293347;15.932606954895;15.932606954895;0.333485482933497;1479.86159323173;166.460008631639;84.2106932171598;24.202253927609;488.710288590403;282.67431460899;282.67431460899;369.804806879923;1431.31822754364;6.35844382539334;6.32939650310823
ES_FS_01_07;ES;ES_FS;ES_FS_01;42.67096;-0.12284;2229776.651;3491418.321;7.54200491185332;9.07511765601452;34.9234515637515;610.662957029799;21.7420049118533;-4.13382813427818;25.8758330461315;4.24200491185331;15.9388118756405;15.9388118756405;0.342004911853333;1480.95947226205;166.570650981288;84.2777962559997;24.1968069637872;489.031131340254;282.912332956773;282.912332956773;370.092482067781;1430.03576220976;6.35767701565454;6.3280581296798
ES_FS_01_08;ES;ES_FS;ES_FS_01;42.67128;-0.1226;2229809.203;3491442.302;7.58934712308721;9.07481544496889;34.9224381968807;610.623472305751;21.7893471230872;-4.08684150095689;25.8761886240441;4.2893471230872;15.982314086859;15.982314086859;0.389347123087217;1479.45652120082;166.406490980631;84.2022584667421;24.1929669637718;488.502829127097;282.635550744622;282.635550744622;369.769922066492;1423.02794208328;6.35136436123203;6.32196709588856
ES_FS_01_09;ES;ES_FS;ES_FS_01;42.67151;-0.12271;2229835.717;3491436.546;7.57571897329276;9.07140359469508;34.9245137476696;610.590208562123;21.7757189732928;-4.09772595021998;25.8734449235127;4.27571897329275;15.9659259370536;15.9659259370536;0.375718973292769;1481.19434195646;166.590210981365;84.3037103174073;24.1902069637608;489.048777279016;282.989378895774;282.989378895774;370.202522068218;1425.1132905422;6.3527937504455;6.32278254041833
ES_FS_01_10;ES;ES_FS;ES_FS_01;42.67187;-0.12272;2229875.428;3491440.736;7.58176154672486;9.06788102127306;34.9262014679001;610.541352897126;21.7817615467249;-4.08907822996159;25.8708397766865;4.28176154672486;15.9676485104684;15.9676485104684;0.381761546724877;1482.29656909383;166.704570981822;84.3731128910929;24.1858869637436;489.371894706901;283.225856323312;283.225856323312;370.498202069402;1424.28560159138;6.35160710801857;6.32107858428371
ES_FS_01_11;ES;ES_FS;ES_FS_01;42.67268;-0.12308;2229968.501;3491422.695;7.53765419074609;9.05690837703142;34.9310394005127;610.406349001529;21.7376541907461;-4.12528029751328;25.8629344882594;4.23765419074609;15.9138211544508;15.9138211544508;0.337654190746102;1488.14714589625;167.322330984294;84.714565536657;24.1761669637047;491.205562070041;284.419083683889;284.419083683889;371.95728207524;1431.07839922098;6.35600438408723;6.32339976386089
ES_FS_01_12;ES;ES_FS;ES_FS_01;42.67301;-0.1231;2230005.022;3491425.655;7.54114621343598;9.05377635434295;34.9320354685445;610.355889568227;21.741146213436;-4.11972422946322;25.8608704428992;4.24114621343598;15.9133531771248;15.9133531771248;0.34114621343599;1489.26668578735;167.438730984759;84.7839375596101;24.1722069636888;491.537470048691;284.657271662165;284.657271662165;372.253802076425;1430.63451491077;6.35492902285895;6.32194597957131
ES_FS_01_13;ES;ES_FS;ES_FS_01;42.67349;-0.12331;2230060.14;3491415.235;7.5150704542169;9.04781211343385;34.9333681912055;610.263435589987;21.7150704542169;-4.14215150689726;25.8572219611142;4.2150704542169;15.8815174178827;15.8815174178827;0.315070454216907;1492.70294459668;167.801250986211;84.9839418012961;24.1664469636658;492.613665812115;285.358347424087;285.358347424087;373.110602079855;1434.67090915872;6.35465664264549;6.32211544411592
ES_FS_01_14;ES;ES_FS;ES_FS_01;42.6738;-0.12315;2230092.474;3491432.566;7.54906283388845;9.0463397338924;34.9341853298155;610.232925078254;21.7490628338885;-4.10701436814999;25.8560772020385;4.24906283388846;15.9117897975394;15.9117897975394;0.349062833888464;1491.96838269606;167.719650985884;84.9510941806999;24.1627269636509;492.339073431479;285.231715044043;285.231715044043;372.968642079286;1429.64155702685;6.3484532900974;6.31696066341277
ES_FS_01_15;ES;ES_FS;ES_FS_01;42.67443;-0.12305;2230160.672;3491449.462;7.5795458032854;9.04141676459773;34.9362342376486;610.151639309803;21.7795458032854;-4.07304546018916;25.8525912634746;4.27954580328541;15.9347127669061;15.9347127669061;0.379545803285407;1492.72472785271;167.794290986182;85.007857150202;24.1551669636206;492.519430462926;285.415552075504;285.415552075504;373.20972208025;1425.21419284689;6.34053060002723;6.31056703122271
